SampleYear,SpeciesID,SpecimenID,DoubleReadSampleID,Original_Age_Estimate,Original_AgerID,DoubleRead_Age_Estimate,DoubleRead_AgerID
2018,BSKT,102105744,1747,6,reader1,5,reader2
2018,BSKT,102105745,1747,5,reader1,4,reader2
2018,BSKT,102105838,1747,3,reader1,3,reader2
2018,BSKT,102105847,1747,2,reader1,2,reader2
2018,BSKT,102105886,1747,5,reader1,5,reader2
2018,BSKT,102105901,1747,2,reader1,2,reader2
2018,BSKT,102105906,1747,3,reader1,3,reader2
2018,BSKT,102106012,1747,3,reader1,3,reader2
2018,BSKT,102106017,1747,2,reader1,2,reader2
2018,BSKT,102106025,1747,8,reader1,7,reader2
2018,BSKT,102106055,1747,4,reader1,4,reader2
2018,BSKT,102106062,1747,8,reader1,7,reader2
2018,BSKT,102106066,1747,5,reader1,4,reader2
2018,BSKT,102106069,1747,3,reader1,2,reader2
2018,BSKT,102106098,1747,2,reader1,1,reader2
2018,BSKT,102106108,1747,6,reader1,5,reader2
2018,BSKT,102106123,1747,4,reader1,4,reader2
2018,BSKT,102116984,1747,7,reader1,6,reader2
2018,BSKT,102123000,1747,3,reader1,2,reader2
2018,BSKT,OR1864691-BSKT-11,1726,5,reader1,4,reader2
2018,BSKT,OR1864691-BSKT-14,1726,6,reader1,6,reader2
2018,BSKT,OR1864691-BSKT-2,1726,8,reader1,7,reader2
2018,BSKT,OR1864691-BSKT-5,1726,7,reader1,7,reader2
2018,BSKT,OR1864691-BSKT-6,1726,8,reader1,8,reader2
2018,BSKT,OR1864691-BSKT-7,1726,8,reader1,8,reader2
2018,BSKT,OR1865105-BSKT-14,1726,7,reader1,7,reader2
2018,BSKT,OR1865105-BSKT-8,1726,6,reader1,6,reader2
2018,BSKT,WA18002-BSKT-1,1762,6,reader1,7,reader2
2018,BSKT,WA18006-BSKT-3,1762,7,reader1,7,reader2
2018,BSKT,WA18006-BSKT-8,1762,6,reader1,6,reader2
2018,BSKT,WA18008-BSKT-11,1762,7,reader1,7,reader2
2018,BSKT,WA18008-BSKT-3,1762,11,reader1,11,reader2
2018,BSKT,WA18011-BSKT-15,1762,7,reader1,8,reader2
2018,BSKT,WA18011-BSKT-2,1762,7,reader1,7,reader2
2018,BSKT,WA18011-BSKT-7,1762,8,reader1,9,reader2
2018,BSKT,WA18013-BSKT-11,1762,8,reader1,7,reader2
2018,BSKT,WA18013-BSKT-12,1762,7,reader1,7,reader2
2018,BSKT,WA18013-BSKT-2,1762,7,reader1,8,reader2
2018,BSKT,WA18013-BSKT-6,1762,14,reader1,12,reader2
2018,BSKT,WA18016-BSKT-1,1762,5,reader1,8,reader2
2018,BSKT,WA18016-BSKT-13,1762,6,reader1,7,reader2
2018,BSKT,WA18016-BSKT-15,1762,7,reader1,6,reader2
2018,BSKT,WA18017-BSKT-1,1762,6,reader1,8,reader2
2018,BSKT,WA18017-BSKT-2,1762,6,reader1,7,reader2
2018,BSKT,WA18017-BSKT-5,1762,7,reader1,8,reader2
2018,BSKT,WA18017-BSKT-7,1762,7,reader1,8,reader2
