SampleYear,SpeciesID,SpecimenID,DoubleReadSampleID,Original_Age_Estimate,Original_AgerID,DoubleRead_Age_Estimate,DoubleRead_AgerID
2009,BSKT,WA09003-BSKT-28,1762,8,reader1,8,reader2
2009,BSKT,WA09003-BSKT-29,1762,4,reader1,4,reader2
2009,BSKT,WA09003-BSKT-6,1762,11,reader1,11,reader2
2009,BSKT,WA09004-BSKT-2,1762,3,reader1,4,reader2
2009,BSKT,WA09004-BSKT-3,1762,8,reader1,8,reader2
2009,BSKT,WA09004-BSKT-4,1762,6,reader1,9,reader2
2009,BSKT,WA09005-BSKT-2,1762,10,reader1,9,reader2
2009,BSKT,WA09006-BSKT-1,1762,12,reader1,10,reader2
2009,BSKT,WA09007-BSKT-2,1762,9,reader1,10,reader2
2009,BSKT,WA09007-BSKT-6,1762,4,reader1,4,reader2
2009,BSKT,WA09008-BSKT-3,1762,8,reader1,8,reader2
2010,BSKT,100030732,1585,4,reader1,4,reader2
2010,BSKT,100030732,1652,4,reader1,4,reader3
2010,BSKT,100030732,1653,4,reader1,4,reader4
2010,BSKT,100030732,1659,4,reader1,4,reader5
2010,BSKT,100030734,1585,2,reader1,2,reader2
2010,BSKT,100030734,1652,2,reader1,3,reader3
2010,BSKT,100030734,1653,2,reader1,2,reader4
2010,BSKT,100030734,1659,2,reader1,3,reader5
2010,BSKT,100030735,1585,3,reader1,4,reader2
2010,BSKT,100030735,1652,3,reader1,3,reader3
2010,BSKT,100030735,1653,3,reader1,3,reader4
2010,BSKT,100030735,1659,3,reader1,3,reader5
2010,BSKT,100030736,1585,4,reader1,4,reader2
2010,BSKT,100030736,1652,4,reader1,5,reader3
2010,BSKT,100030736,1653,4,reader1,5,reader4
2010,BSKT,100030736,1659,4,reader1,5,reader5
2010,BSKT,100030737,1585,2,reader1,2,reader2
2010,BSKT,100030737,1652,2,reader1,2,reader3
2010,BSKT,100030737,1653,2,reader1,3,reader4
2010,BSKT,100030737,1659,2,reader1,2,reader5
2010,BSKT,100030738,1585,4,reader1,4,reader2
2010,BSKT,100030738,1652,4,reader1,3,reader3
2010,BSKT,100030738,1653,4,reader1,4,reader4
2010,BSKT,100030738,1659,4,reader1,4,reader5
2010,BSKT,100030739,1585,5,reader1,5,reader2
2010,BSKT,100030739,1652,5,reader1,5,reader3
2010,BSKT,100030739,1653,5,reader1,6,reader4
2010,BSKT,100030739,1659,5,reader1,5,reader5
2010,BSKT,100030740,1585,2,reader1,2,reader2
2010,BSKT,100030740,1652,2,reader1,2,reader3
2010,BSKT,100030740,1653,2,reader1,1,reader4
2010,BSKT,100030740,1659,2,reader1,3,reader5
2010,BSKT,100030741,1585,2,reader1,1,reader2
2010,BSKT,100030741,1652,2,reader1,1,reader3
2010,BSKT,100030741,1653,2,reader1,2,reader4
2010,BSKT,100030741,1659,2,reader1,2,reader5
2010,BSKT,100030742,1585,9,reader1,10,reader2
2010,BSKT,100030742,1652,9,reader1,9,reader3
2010,BSKT,100030742,1653,9,reader1,8,reader4
2010,BSKT,100030742,1659,9,reader1,8,reader5
2010,BSKT,100030798,1585,8,reader1,7,reader2
2010,BSKT,100030798,1652,8,reader1,7,reader3
2010,BSKT,100030798,1653,8,reader1,7,reader4
2010,BSKT,100030798,1659,8,reader1,7,reader5
2010,BSKT,100030799,1585,4,reader1,3,reader2
2010,BSKT,100030799,1652,4,reader1,5,reader3
2010,BSKT,100030799,1653,4,reader1,5,reader4
2010,BSKT,100030799,1659,4,reader1,4,reader5
2010,BSKT,100030800,1585,4,reader1,4,reader2
2010,BSKT,100030800,1652,4,reader1,4,reader3
2010,BSKT,100030800,1653,4,reader1,6,reader4
2010,BSKT,100030800,1659,4,reader1,4,reader5
2010,BSKT,100161989,1585,2,reader1,2,reader2
2010,BSKT,100161989,1652,2,reader1,4,reader3
2010,BSKT,100161989,1653,2,reader1,2,reader4
2010,BSKT,100161989,1659,2,reader1,2,reader5
2010,BSKT,100161991,1585,2,reader1,2,reader2
2010,BSKT,100161991,1652,2,reader1,2,reader3
2010,BSKT,100161991,1653,2,reader1,3,reader4
2010,BSKT,100161991,1659,2,reader1,2,reader5
2010,BSKT,100161999,1585,4,reader1,4,reader2
2010,BSKT,100161999,1652,4,reader1,3,reader3
2010,BSKT,100161999,1653,4,reader1,4,reader4
2010,BSKT,100161999,1659,4,reader1,4,reader5
2010,BSKT,100195005,1585,0,reader1,0,reader2
2010,BSKT,100195005,1652,0,reader1,0,reader3
2010,BSKT,100195005,1653,0,reader1,0,reader4
2010,BSKT,100195005,1659,0,reader1,0,reader5
2010,BSKT,100195006,1585,4,reader1,4,reader2
2010,BSKT,100195006,1652,4,reader1,4,reader3
2010,BSKT,100195006,1653,4,reader1,4,reader4
2010,BSKT,100195006,1659,4,reader1,4,reader5
2010,BSKT,100195007,1585,4,reader1,4,reader2
2010,BSKT,100195007,1652,4,reader1,4,reader3
2010,BSKT,100195007,1653,4,reader1,4,reader4
2010,BSKT,100195007,1659,4,reader1,5,reader5
2010,BSKT,100195009,1585,3,reader1,3,reader2
2010,BSKT,100195009,1652,3,reader1,3,reader3
2010,BSKT,100195009,1653,3,reader1,3,reader4
2010,BSKT,100195009,1659,3,reader1,3,reader5
2010,BSKT,100195015,1585,5,reader1,5,reader2
2010,BSKT,100195015,1652,5,reader1,9,reader3
2010,BSKT,100195015,1653,5,reader1,5,reader4
2010,BSKT,100195015,1659,5,reader1,5,reader5
2010,BSKT,100195016,1585,2,reader1,3,reader2
2010,BSKT,100195016,1652,2,reader1,4,reader3
2010,BSKT,100195016,1653,2,reader1,3,reader4
2010,BSKT,100195016,1659,2,reader1,3,reader5
2010,BSKT,100195017,1585,3,reader1,4,reader2
2010,BSKT,100195017,1652,3,reader1,5,reader3
2010,BSKT,100195017,1653,3,reader1,4,reader4
2010,BSKT,100195017,1659,3,reader1,4,reader5
2010,BSKT,100195018,1585,1,reader1,1,reader2
2010,BSKT,100195018,1652,1,reader1,1,reader3
2010,BSKT,100195018,1653,1,reader1,2,reader4
2010,BSKT,100195018,1659,1,reader1,1,reader5
2010,BSKT,100195019,1585,1,reader1,1,reader2
2010,BSKT,100195019,1652,1,reader1,2,reader3
2010,BSKT,100195019,1653,1,reader1,2,reader4
2010,BSKT,100195019,1659,1,reader1,2,reader5
2010,BSKT,100195021,1585,3,reader1,4,reader2
2010,BSKT,100195021,1652,3,reader1,5,reader3
2010,BSKT,100195021,1653,3,reader1,5,reader4
2010,BSKT,100195021,1659,3,reader1,4,reader5
2010,BSKT,100195027,1585,8,reader1,8,reader2
2010,BSKT,100195027,1652,8,reader1,8,reader3
2010,BSKT,100195027,1653,8,reader1,8,reader4
2010,BSKT,100195027,1659,8,reader1,8,reader5
2010,BSKT,100195028,1585,2,reader1,2,reader2
2010,BSKT,100195028,1652,2,reader1,2,reader3
2010,BSKT,100195028,1653,2,reader1,2,reader4
2010,BSKT,100195028,1659,2,reader1,2,reader5
2010,BSKT,100195029,1585,3,reader1,3,reader2
2010,BSKT,100195029,1652,3,reader1,3,reader3
2010,BSKT,100195029,1653,3,reader1,3,reader4
2010,BSKT,100195029,1659,3,reader1,3,reader5
2010,BSKT,100195030,1585,1,reader1,1,reader2
2010,BSKT,100195030,1652,1,reader1,3,reader3
2010,BSKT,100195030,1653,1,reader1,2,reader4
2010,BSKT,100195030,1659,1,reader1,1,reader5
2010,BSKT,100195031,1585,6,reader1,5,reader2
2010,BSKT,100195031,1652,6,reader1,6,reader3
2010,BSKT,100195031,1653,6,reader1,6,reader4
2010,BSKT,100195031,1659,6,reader1,6,reader5
2010,BSKT,100195037,1585,3,reader1,3,reader2
2010,BSKT,100195037,1653,3,reader1,3,reader4
2010,BSKT,100195037,1659,3,reader1,5,reader5
2010,BSKT,100195038,1585,3,reader1,3,reader2
2010,BSKT,100195038,1652,3,reader1,2,reader3
2010,BSKT,100195038,1653,3,reader1,2,reader4
2010,BSKT,100195038,1659,3,reader1,3,reader5
2010,BSKT,100195048,1585,4,reader1,4,reader2
2010,BSKT,100195048,1652,4,reader1,4,reader3
2010,BSKT,100195048,1653,4,reader1,4,reader4
2010,BSKT,100195048,1659,4,reader1,4,reader5
2010,BSKT,100195049,1585,6,reader1,6,reader2
2010,BSKT,100195049,1652,6,reader1,6,reader3
2010,BSKT,100195049,1653,6,reader1,6,reader4
2010,BSKT,100195049,1659,6,reader1,6,reader5
2010,BSKT,100195050,1585,3,reader1,3,reader2
2010,BSKT,100195050,1652,3,reader1,4,reader3
2010,BSKT,100195050,1653,3,reader1,3,reader4
2010,BSKT,100195050,1659,3,reader1,3,reader5
2010,BSKT,100195051,1585,3,reader1,3,reader2
2010,BSKT,100195051,1652,3,reader1,3,reader3
2010,BSKT,100195051,1653,3,reader1,3,reader4
2010,BSKT,100195051,1659,3,reader1,3,reader5
2010,BSKT,100195055,1585,2,reader1,2,reader2
2010,BSKT,100195055,1653,2,reader1,2,reader4
2010,BSKT,100195055,1659,2,reader1,2,reader5
2010,BSKT,100195056,1585,5,reader1,5,reader2
2010,BSKT,100195056,1652,5,reader1,5,reader3
2010,BSKT,100195056,1653,5,reader1,5,reader4
2010,BSKT,100195056,1659,5,reader1,5,reader5
2010,BSKT,100195067,1622,8,reader1,10,reader2
2010,BSKT,100195069,1622,7,reader1,8,reader2
2010,BSKT,100195070,1622,2,reader1,2,reader2
2010,BSKT,100195073,1622,5,reader1,6,reader2
2010,BSKT,100195082,1622,2,reader1,2,reader2
2010,BSKT,100195085,1622,7,reader1,9,reader2
2010,BSKT,100195087,1622,4,reader1,4,reader2
2010,BSKT,100196009,1622,3,reader1,2,reader2
2010,BSKT,100196017,1622,3,reader1,3,reader2
2010,BSKT,100196031,1622,2,reader1,2,reader2
2010,BSKT,100196032,1622,1,reader1,1,reader2
2010,BSKT,100196045,1622,3,reader1,3,reader2
2010,BSKT,100196046,1622,3,reader1,3,reader2
2010,BSKT,100196060,1622,3,reader1,3,reader2
2010,BSKT,100196072,1622,3,reader1,5,reader2
2010,BSKT,100196079,1622,2,reader1,2,reader2
2010,BSKT,100196081,1622,4,reader1,4,reader2
2010,BSKT,100196082,1622,5,reader1,6,reader2
2010,BSKT,100196093,1622,2,reader1,3,reader2
2010,BSKT,100196099,1622,4,reader1,5,reader2
2010,BSKT,100196101,1622,4,reader1,6,reader2
2010,BSKT,100196107,1622,2,reader1,3,reader2
2010,BSKT,100196124,1622,8,reader1,7,reader2
2010,BSKT,100196127,1622,4,reader1,4,reader2
2010,BSKT,100196128,1622,2,reader1,3,reader2
2010,BSKT,100196795,1622,7,reader1,7,reader2
2010,BSKT,100196798,1622,2,reader1,3,reader2
2010,BSKT,100196802,1622,6,reader1,6,reader2
2010,BSKT,100197002,1622,1,reader1,1,reader2
2010,BSKT,100197005,1622,1,reader1,0,reader2
2010,BSKT,100197013,1622,0,reader1,0,reader2
2010,BSKT,100197014,1622,2,reader1,4,reader2
2010,BSKT,100197015,1622,2,reader1,4,reader2
2010,BSKT,100197016,1622,3,reader1,6,reader2
2010,BSKT,100197018,1622,1,reader1,1,reader2
2010,BSKT,100197020,1622,0,reader1,0,reader2
2010,BSKT,100197034,1622,2,reader1,4,reader2
2010,BSKT,100197046,1622,4,reader1,5,reader2
2010,BSKT,100197052,1622,10,reader1,12,reader2
2010,BSKT,100197061,1622,0,reader1,0,reader2
2010,BSKT,100197062,1622,0,reader1,0,reader2
2010,BSKT,100197074,1622,3,reader1,2,reader2
2010,BSKT,100197078,1622,1,reader1,1,reader2
2010,BSKT,100197082,1622,3,reader1,2,reader2
2010,BSKT,100197087,1622,2,reader1,1,reader2
2010,BSKT,100197096,1622,3,reader1,2,reader2
2010,BSKT,100197101,1622,5,reader1,4,reader2
2010,BSKT,100197110,1622,0,reader1,0,reader2
2010,BSKT,100197145,1622,4,reader1,3,reader2
2010,BSKT,100197151,1622,4,reader1,4,reader2
2010,BSKT,100197166,1622,2,reader1,1,reader2
2010,BSKT,100197170,1622,2,reader1,1,reader2
2010,BSKT,100197172,1622,2,reader1,2,reader2
2010,BSKT,100201995,1622,2,reader1,0,reader2
2010,BSKT,100201996,1622,4,reader1,3,reader2
2010,BSKT,100201998,1622,6,reader1,8,reader2
2010,BSKT,100204984,1622,2,reader1,2,reader2
2010,BSKT,100204985,1622,1,reader1,0,reader2
2010,BSKT,100204987,1622,2,reader1,1,reader2
2010,BSKT,100204996,1622,1,reader1,1,reader2
2010,BSKT,OR105001-BSKT-9,1726,7,reader1,8,reader2
2010,BSKT,OR105002-BSKT-2,1726,10,reader1,11,reader2
2010,BSKT,OR105002-BSKT-6,1726,9,reader1,9,reader2
2010,BSKT,OR105003-BSKT-4,1726,7,reader1,8,reader2
2010,BSKT,OR105007-BSKT-10,1726,3,reader1,4,reader2
2010,BSKT,OR105007-BSKT-4,1726,5,reader1,7,reader2
2010,BSKT,OR105007-BSKT-6,1726,7,reader1,8,reader2
2010,BSKT,OR105007-BSKT-7,1726,5,reader1,7,reader2
2010,BSKT,OR105010-BSKT-10,1726,4,reader1,4,reader2
2010,BSKT,OR105010-BSKT-2,1726,5,reader1,6,reader2
2010,BSKT,OR105013-BSKT-10,1726,5,reader1,6,reader2
2010,BSKT,OR105013-BSKT-2,1726,4,reader1,4,reader2
2010,BSKT,OR105014-BSKT-1,1726,7,reader1,8,reader2
2010,BSKT,OR105014-BSKT-10,1726,6,reader1,7,reader2
2010,BSKT,OR105014-BSKT-4,1726,9,reader1,9,reader2
2010,BSKT,OR105014-BSKT-7,1726,5,reader1,6,reader2
2010,BSKT,OR105018-BSKT-7,1726,8,reader1,9,reader2
2011,BSKT,OR115002-BSKT-1,1726,5,reader1,6,reader2
2011,BSKT,OR115002-BSKT-10,1726,4,reader1,4,reader2
2011,BSKT,OR115002-BSKT-4,1726,5,reader1,7,reader2
2011,BSKT,OR115002-BSKT-9,1726,4,reader1,5,reader2
2011,BSKT,OR115003-BSKT-4,1726,4,reader1,3,reader2
2011,BSKT,OR115005-BSKT-3,1726,5,reader1,5,reader2
2011,BSKT,OR115005-BSKT-9,1726,3,reader1,3,reader2
2011,BSKT,OR115009-BSKT-6,1726,3,reader1,4,reader2
2011,BSKT,OR115009-BSKT-7,1726,6,reader1,6,reader2
2011,BSKT,OR115010-BSKT-3,1726,4,reader1,4,reader2
2011,BSKT,OR115010-BSKT-5,1726,4,reader1,6,reader2
2011,BSKT,OR115010-BSKT-6,1726,6,reader1,7,reader2
2011,BSKT,OR115011-BSKT-10,1726,5,reader1,5,reader2
2011,BSKT,OR115015-BSKT-2,1726,7,reader1,8,reader2
2011,BSKT,OR115015-BSKT-5,1726,4,reader1,5,reader2
2011,BSKT,OR115016-BSKT-10,1726,5,reader1,7,reader2
2011,BSKT,OR115016-BSKT-9,1726,3,reader1,4,reader2
2011,BSKT,OR115017-BSKT-10,1726,2,reader1,3,reader2
2011,BSKT,OR115017-BSKT-2,1726,3,reader1,4,reader2
2011,BSKT,OR115017-BSKT-3,1726,1,reader1,3,reader2
2011,BSKT,OR115017-BSKT-8,1726,2,reader1,2,reader2
2011,BSKT,OR115017-BSKT-9,1726,2,reader1,2,reader2
2011,BSKT,OR115018-BSKT-2,1726,6,reader1,5,reader2
2011,BSKT,OR115018-BSKT-4,1726,4,reader1,3,reader2
2011,BSKT,OR115018-BSKT-8,1726,2,reader1,2,reader2
2011,BSKT,OR115019-BSKT-1,1726,6,reader1,8,reader2
2011,BSKT,OR115019-BSKT-2,1726,7,reader1,6,reader2
2011,BSKT,OR115020-BSKT-5,1726,9,reader1,7,reader2
2011,BSKT,OR115023-BSKT-2,1726,4,reader1,4,reader2
2011,BSKT,OR115023-BSKT-6,1726,6,reader1,6,reader2
2011,BSKT,OR115023-BSKT-7,1726,4,reader1,4,reader2
2011,BSKT,OR115025-BSKT-10,1726,5,reader1,6,reader2
2011,BSKT,OR115025-BSKT-5,1726,6,reader1,7,reader2
2011,BSKT,OR115025-BSKT-7,1726,6,reader1,5,reader2
2011,BSKT,OR115082-BSKT-2,1726,5,reader1,3,reader2
2011,BSKT,OR115101-BSKT-2,1726,8,reader1,9,reader2
2011,BSKT,OR115103-BSKT-10,1726,5,reader1,6,reader2
2011,BSKT,OR115103-BSKT-5,1726,4,reader1,5,reader2
2012,BSKT,OR125003-BSKT-10,1726,7,reader1,8,reader2
2012,BSKT,OR125003-BSKT-7,1726,3,reader1,3,reader2
2012,BSKT,OR125007-BSKT-2,1726,6,reader1,6,reader2
2012,BSKT,OR125007-BSKT-3,1726,3,reader1,3,reader2
2012,BSKT,OR125008-BSKT-6,1726,3,reader1,5,reader2
2012,BSKT,OR125009-BSKT-1,1726,8,reader1,8,reader2
2012,BSKT,OR125009-BSKT-4,1726,2,reader1,2,reader2
2012,BSKT,OR125010-BSKT-1,1726,4,reader1,3,reader2
2012,BSKT,OR125010-BSKT-4,1726,3,reader1,3,reader2
2012,BSKT,OR125010-BSKT-8,1726,7,reader1,7,reader2
2012,BSKT,OR125010-BSKT-9,1726,6,reader1,6,reader2
2012,BSKT,OR125012-BSKT-2,1726,3,reader1,3,reader2
2012,BSKT,OR125012-BSKT-3,1726,3,reader1,3,reader2
2012,BSKT,OR125012-BSKT-5,1726,4,reader1,4,reader2
2012,BSKT,OR125013-BSKT-10,1726,9,reader1,8,reader2
2012,BSKT,OR125013-BSKT-3,1726,4,reader1,4,reader2
2012,BSKT,OR125013-BSKT-6,1726,5,reader1,6,reader2
2012,BSKT,OR125013-BSKT-7,1726,11,reader1,11,reader2
2012,BSKT,OR125017-BSKT-1,1726,8,reader1,7,reader2
2012,BSKT,OR125017-BSKT-10,1726,4,reader1,4,reader2
2012,BSKT,OR125017-BSKT-6,1726,8,reader1,8,reader2
2012,BSKT,OR125018-BSKT-2,1726,7,reader1,8,reader2
2012,BSKT,OR125024-BSKT-3,1726,5,reader1,7,reader2
2012,BSKT,OR125093-BSKT-1,1726,5,reader1,4,reader2
2016,BSKT,100250337,1724,5,reader1,6,reader2
2016,BSKT,100250737,1724,3,reader1,3,reader2
2016,BSKT,100286081,1724,4,reader1,4,reader2
2016,BSKT,100286082,1724,5,reader1,6,reader2
2016,BSKT,100286769,1724,3,reader1,2,reader2
2016,BSKT,102015994,1724,7,reader1,7,reader2
2016,BSKT,102015995,1724,5,reader1,5,reader2
2016,BSKT,102016987,1724,10,reader1,8,reader2
2016,BSKT,102022001,1724,1,reader1,1,reader2
2016,BSKT,102022024,1724,4,reader1,4,reader2
2016,BSKT,102022351,1724,1,reader1,1,reader2
2016,BSKT,102022368,1724,5,reader1,5,reader2
2016,BSKT,102022411,1724,4,reader1,5,reader2
2016,BSKT,102025992,1724,2,reader1,2,reader2
2016,BSKT,102025993,1724,2,reader1,2,reader2
2016,BSKT,102025995,1724,1,reader1,1,reader2
2016,BSKT,102025998,1724,2,reader1,2,reader2
2016,BSKT,102032800,1724,0,reader1,0,reader2
2016,BSKT,102040984,1724,6,reader1,6,reader2
2016,BSKT,102042910,1724,2,reader1,3,reader2
2016,BSKT,102042930,1724,5,reader1,9,reader2
2016,BSKT,102042959,1724,6,reader1,5,reader2
2016,BSKT,102042970,1724,4,reader1,6,reader2
2016,BSKT,102042976,1724,4,reader1,4,reader2
2016,BSKT,102047989,1724,3,reader1,2,reader2
2016,BSKT,102050984,1724,3,reader1,3,reader2
2016,BSKT,102057999,1724,1,reader1,1,reader2
2016,BSKT,102060993,1724,4,reader1,6,reader2
2017,BSKT,100250230,1725,2,reader1,2,reader2
2017,BSKT,100250407,1725,7,reader1,6,reader2
2017,BSKT,102022334,1725,3,reader1,3,reader2
2017,BSKT,102023998,1725,6,reader1,6,reader2
2017,BSKT,102024998,1725,2,reader1,3,reader2
2017,BSKT,102025000,1725,0,reader1,1,reader2
2017,BSKT,102063998,1725,1,reader1,2,reader2
2017,BSKT,102063999,1725,5,reader1,5,reader2
2017,BSKT,102070985,1725,6,reader1,7,reader2
2017,BSKT,102070993,1725,2,reader1,2,reader2
2017,BSKT,102097981,1725,1,reader1,2,reader2
2017,BSKT,102097988,1725,1,reader1,2,reader2
2017,BSKT,102097989,1725,0,reader1,1,reader2
2017,BSKT,102113049,1725,3,reader1,4,reader2
2017,BSKT,102113051,1725,2,reader1,3,reader2
2017,BSKT,102113062,1725,1,reader1,2,reader2
2017,BSKT,102113156,1725,2,reader1,3,reader2
2017,BSKT,102113185,1725,1,reader1,1,reader2
2017,BSKT,102113186,1725,2,reader1,3,reader2
2017,BSKT,102113197,1725,0,reader1,1,reader2
2017,BSKT,102113983,1725,1,reader1,2,reader2
2017,BSKT,102113993,1725,2,reader1,3,reader2
2017,BSKT,102116992,1725,2,reader1,3,reader2
2017,BSKT,102121994,1725,3,reader1,3,reader2
2017,BSKT,102123084,1725,5,reader1,8,reader2
2017,BSKT,102123457,1725,8,reader1,9,reader2
2017,BSKT,102123597,1725,1,reader1,1,reader2
2017,BSKT,102123642,1725,2,reader1,3,reader2
2017,BSKT,102123668,1725,1,reader1,2,reader2
2017,BSKT,102123678,1725,4,reader1,4,reader2
2017,BSKT,102124998,1725,2,reader1,2,reader2
2017,BSKT,102124999,1725,5,reader1,5,reader2
2017,BSKT,102125997,1725,3,reader1,2,reader2
2018,BSKT,102075165,1747,8,reader1,7,reader2
2018,BSKT,102075175,1747,4,reader1,4,reader2
2018,BSKT,102075203,1747,7,reader1,7,reader2
2018,BSKT,102075235,1747,6,reader1,5,reader2
2018,BSKT,102075239,1747,7,reader1,5,reader2
2018,BSKT,102075268,1747,4,reader1,3,reader2
2018,BSKT,102075270,1747,1,reader1,2,reader2
2018,BSKT,102075330,1747,3,reader1,3,reader2
2018,BSKT,102105072,1747,2,reader1,2,reader2
2018,BSKT,102105073,1747,4,reader1,3,reader2
2018,BSKT,102105074,1747,2,reader1,2,reader2
2018,BSKT,102105471,1747,3,reader1,3,reader2
2018,BSKT,102105606,1747,3,reader1,3,reader2
2018,BSKT,102105731,1747,3,reader1,3,reader2
2018,BSKT,102105741,1747,2,reader1,2,reader2
