Range_of_ages
0 64    

Data_set_1
507      # number of lines or data points
6        # number of readers
5 40 15   # minus group; plus group; reference age
        1       2          3       4       5       6
1	4	4	-999	-999	-999	-999
1	6	7	-999	-999	-999	-999
3	8	8	-999	-999	-999	-999
2	8	9	-999	-999	-999	-999
1	8	10	-999	-999	-999	-999
1	9	8	-999	-999	-999	-999
4	9	9	-999	-999	-999	-999
4	9	10	-999	-999	-999	-999
1	9	11	-999	-999	-999	-999
1	10	9	-999	-999	-999	-999
6	10	10	-999	-999	-999	-999
4	10	11	-999	-999	-999	-999
3	10	12	-999	-999	-999	-999
1	11	8	-999	-999	-999	-999
6	11	10	-999	-999	-999	-999
11	11	11	-999	-999	-999	-999
7	11	12	-999	-999	-999	-999
3	11	13	-999	-999	-999	-999
2	12	10	-999	-999	-999	-999
9	12	11	-999	-999	-999	-999
9	12	12	-999	-999	-999	-999
7	12	13	-999	-999	-999	-999
4	12	14	-999	-999	-999	-999
1	12	15	-999	-999	-999	-999
1	13	10	-999	-999	-999	-999
1	13	11	-999	-999	-999	-999
7	13	12	-999	-999	-999	-999
17	13	13	-999	-999	-999	-999
10	13	14	-999	-999	-999	-999
6	13	15	-999	-999	-999	-999
1	14	12	-999	-999	-999	-999
8	14	13	-999	-999	-999	-999
16	14	14	-999	-999	-999	-999
28	14	15	-999	-999	-999	-999
2	14	16	-999	-999	-999	-999
5	15	13	-999	-999	-999	-999
7	15	14	-999	-999	-999	-999
37	15	15	-999	-999	-999	-999
9	15	16	-999	-999	-999	-999
6	15	17	-999	-999	-999	-999
1	15	18	-999	-999	-999	-999
3	16	14	-999	-999	-999	-999
9	16	15	-999	-999	-999	-999
24	16	16	-999	-999	-999	-999
10	16	17	-999	-999	-999	-999
3	16	18	-999	-999	-999	-999
1	16	19	-999	-999	-999	-999
1	16	20	-999	-999	-999	-999
5	17	15	-999	-999	-999	-999
7	17	16	-999	-999	-999	-999
19	17	17	-999	-999	-999	-999
14	17	18	-999	-999	-999	-999
2	17	19	-999	-999	-999	-999
3	18	15	-999	-999	-999	-999
1	18	16	-999	-999	-999	-999
13	18	17	-999	-999	-999	-999
28	18	18	-999	-999	-999	-999
10	18	19	-999	-999	-999	-999
4	18	20	-999	-999	-999	-999
2	19	16	-999	-999	-999	-999
2	19	17	-999	-999	-999	-999
7	19	18	-999	-999	-999	-999
21	19	19	-999	-999	-999	-999
8	19	20	-999	-999	-999	-999
4	19	21	-999	-999	-999	-999
1	19	23	-999	-999	-999	-999
1	20	16	-999	-999	-999	-999
2	20	17	-999	-999	-999	-999
2	20	18	-999	-999	-999	-999
7	20	19	-999	-999	-999	-999
13	20	20	-999	-999	-999	-999
11	20	21	-999	-999	-999	-999
2	20	22	-999	-999	-999	-999
2	20	23	-999	-999	-999	-999
1	20	24	-999	-999	-999	-999
1	20	25	-999	-999	-999	-999
1	21	18	-999	-999	-999	-999
1	21	19	-999	-999	-999	-999
8	21	20	-999	-999	-999	-999
13	21	21	-999	-999	-999	-999
3	21	22	-999	-999	-999	-999
1	21	23	-999	-999	-999	-999
1	21	24	-999	-999	-999	-999
2	22	18	-999	-999	-999	-999
1	22	19	-999	-999	-999	-999
3	22	20	-999	-999	-999	-999
8	22	21	-999	-999	-999	-999
14	22	22	-999	-999	-999	-999
2	22	23	-999	-999	-999	-999
2	22	24	-999	-999	-999	-999
1	23	21	-999	-999	-999	-999
8	23	22	-999	-999	-999	-999
10	23	23	-999	-999	-999	-999
5	23	24	-999	-999	-999	-999
1	23	25	-999	-999	-999	-999
1	24	22	-999	-999	-999	-999
2	24	23	-999	-999	-999	-999
16	24	24	-999	-999	-999	-999
4	24	25	-999	-999	-999	-999
2	24	26	-999	-999	-999	-999
1	24	27	-999	-999	-999	-999
2	25	22	-999	-999	-999	-999
1	25	23	-999	-999	-999	-999
9	25	24	-999	-999	-999	-999
13	25	25	-999	-999	-999	-999
4	25	26	-999	-999	-999	-999
1	25	28	-999	-999	-999	-999
2	26	23	-999	-999	-999	-999
5	26	24	-999	-999	-999	-999
4	26	25	-999	-999	-999	-999
7	26	26	-999	-999	-999	-999
5	26	27	-999	-999	-999	-999
2	26	28	-999	-999	-999	-999
1	26	29	-999	-999	-999	-999
2	27	24	-999	-999	-999	-999
