3	27	25	-999	-999	-999	-999
4	27	26	-999	-999	-999	-999
7	27	27	-999	-999	-999	-999
5	27	28	-999	-999	-999	-999
1	27	29	-999	-999	-999	-999
1	27	35	-999	-999	-999	-999
4	28	26	-999	-999	-999	-999
2	28	27	-999	-999	-999	-999
8	28	28	-999	-999	-999	-999
2	28	29	-999	-999	-999	-999
1	28	30	-999	-999	-999	-999
1	29	25	-999	-999	-999	-999
2	29	26	-999	-999	-999	-999
1	29	27	-999	-999	-999	-999
3	29	28	-999	-999	-999	-999
5	29	29	-999	-999	-999	-999
1	29	31	-999	-999	-999	-999
1	29	34	-999	-999	-999	-999
3	30	29	-999	-999	-999	-999
2	30	30	-999	-999	-999	-999
2	30	31	-999	-999	-999	-999
1	30	32	-999	-999	-999	-999
1	31	29	-999	-999	-999	-999
3	31	30	-999	-999	-999	-999
2	31	31	-999	-999	-999	-999
1	31	32	-999	-999	-999	-999
2	32	31	-999	-999	-999	-999
5	32	32	-999	-999	-999	-999
1	32	33	-999	-999	-999	-999
1	33	30	-999	-999	-999	-999
1	33	31	-999	-999	-999	-999
3	33	32	-999	-999	-999	-999
1	34	31	-999	-999	-999	-999
1	34	32	-999	-999	-999	-999
1	34	34	-999	-999	-999	-999
2	34	35	-999	-999	-999	-999
2	34	36	-999	-999	-999	-999
1	35	32	-999	-999	-999	-999
1	35	35	-999	-999	-999	-999
2	35	36	-999	-999	-999	-999
1	36	36	-999	-999	-999	-999
1	37	33	-999	-999	-999	-999
1	37	36	-999	-999	-999	-999
1	37	37	-999	-999	-999	-999
1	37	38	-999	-999	-999	-999
1	37	39	-999	-999	-999	-999
1	38	37	-999	-999	-999	-999
1	38	38	-999	-999	-999	-999
1	38	39	-999	-999	-999	-999
1	39	37	-999	-999	-999	-999
1	39	39	-999	-999	-999	-999
1	39	40	-999	-999	-999	-999
1	41	35	-999	-999	-999	-999
1	41	37	-999	-999	-999	-999
2	41	40	-999	-999	-999	-999
2	41	41	-999	-999	-999	-999
1	41	43	-999	-999	-999	-999
1	41	48	-999	-999	-999	-999
1	42	41	-999	-999	-999	-999
2	42	42	-999	-999	-999	-999
1	42	45	-999	-999	-999	-999
1	43	40	-999	-999	-999	-999
2	43	43	-999	-999	-999	-999
1	44	42	-999	-999	-999	-999
1	44	43	-999	-999	-999	-999
1	44	46	-999	-999	-999	-999
1	46	50	-999	-999	-999	-999
1	48	42	-999	-999	-999	-999
1	49	50	-999	-999	-999	-999
1	49	54	-999	-999	-999	-999
1	51	49	-999	-999	-999	-999
1	51	51	-999	-999	-999	-999
1	52	51	-999	-999	-999	-999
1	56	53	-999	-999	-999	-999
1	63	60	-999	-999	-999	-999
3	-999	-999	8	8	-999	-999
1	-999	-999	8	9	-999	-999
1	-999	-999	9	9	-999	-999
1	-999	-999	9	10	-999	-999
1	-999	-999	10	8	-999	-999
5	-999	-999	10	10	-999	-999
1	-999	-999	10	11	-999	-999
1	-999	-999	11	10	-999	-999
14	-999	-999	11	11	-999	-999
4	-999	-999	11	12	-999	-999
1	-999	-999	11	13	-999	-999
1	-999	-999	12	10	-999	-999
3	-999	-999	12	11	-999	-999
6	-999	-999	12	12	-999	-999
3	-999	-999	12	13	-999	-999
2	-999	-999	12	14	-999	-999
6	-999	-999	13	12	-999	-999
24	-999	-999	13	13	-999	-999
7	-999	-999	13	14	-999	-999
1	-999	-999	13	15	-999	-999
9	-999	-999	14	13	-999	-999
15	-999	-999	14	14	-999	-999
1	-999	-999	14	15	-999	-999
1	-999	-999	14	16	-999	-999
1	-999	-999	15	13	-999	-999
5	-999	-999	15	14	-999	-999
25	-999	-999	15	15	-999	-999
10	-999	-999	15	16	-999	-999
1	-999	-999	15	17	-999	-999
1	-999	-999	16	13	-999	-999
4	-999	-999	16	14	-999	-999
8	-999	-999	16	15	-999	-999
13	-999	-999	16	16	-999	-999
6	-999	-999	16	17	-999	-999
2	-999	-999	16	18	-999	-999
2	-999	-999	17	15	-999	-999
10	-999	-999	17	16	-999	-999
29	-999	-999	17	17	-999	-999
7	-999	-999	17	18	-999	-999
4	-999	-999	17	19	-999	-999
2	-999	-999	17	20	-999	-999
3	-999	-999	18	16	-999	-999
4	-999	-999	18	17	-999	-999
18	-999	-999	18	18	-999	-999
7	-999	-999	18	19	-999	-999
4	-999	-999	18	20	-999	-999
2	-999	-999	19	17	-999	-999
6	-999	-999	19	18	-999	-999
30	-999	-999	19	19	-999	-999
7	-999	-999	19	20	-999	-999
1	-999	-999	19	22	-999	-999
1	-999	-999	19	23	-999	-999
2	-999	-999	20	18	-999	-999
5	-999	-999	20	19	-999	-999
12	-999	-999	20	20	-999	-999
7	-999	-999	20	21	-999	-999
1	-999	-999	20	22	-999	-999
1	-999	-999	21	19	-999	-999
3	-999	-999	21	20	-999	-999
10	-999	-999	21	21	-999	-999
9	-999	-999	21	22	-999	-999
2	-999	-999	21	23	-999	-999
1	-999	-999	22	19	-999	-999
1	-999	-999	22	20	-999	-999
4	-999	-999	22	21	-999	-999
15	-999	-999	22	22	-999	-999
6	-999	-999	22	23	-999	-999
2	-999	-999	22	24	-999	-999
1	-999	-999	22	25	-999	-999
2	-999	-999	23	20	-999	-999
1	-999	-999	23	21	-999	-999
3	-999	-999	23	22	-999	-999
8	-999	-999	23	23	-999	-999
7	-999	-999	23	24	-999	-999
4	-999	-999	23	25	-999	-999
1	-999	-999	24	21	-999	-999
3	-999	-999	24	22	-999	-999
6	-999	-999	24	23	-999	-999
12	-999	-999	24	24	-999	-999
2	-999	-999	24	25	-999	-999
1	-999	-999	24	26	-999	-999
1	-999	-999	25	23	-999	-999
1	-999	-999	25	24	-999	-999
5	-999	-999	25	25	-999	-999
3	-999	-999	25	27	-999	-999
2	-999	-999	25	28	-999	-999
1	-999	-999	26	22	-999	-999
1	-999	-999	26	25	-999	-999
8	-999	-999	26	26	-999	-999
2	-999	-999	26	27	-999	-999
1	-999	-999	27	25	-999	-999
3	-999	-999	27	26	-999	-999
3	-999	-999	27	27	-999	-999
1	-999	-999	27	28	-999	-999
6	-999	-999	28	27	-999	-999
3	-999	-999	28	28	-999	-999
1	-999	-999	28	29	-999	-999
3	-999	-999	29	28	-999	-999
3	-999	-999	29	29	-999	-999
2	-999	-999	29	33	-999	-999
3	-999	-999	30	29	-999	-999
2	-999	-999	30	30	-999	-999
3	-999	-999	30	31	-999	-999
1	-999	-999	30	35	-999	-999
1	-999	-999	31	29	-999	-999
1	-999	-999	31	32	-999	-999
1	-999	-999	32	32	-999	-999
1	-999	-999	32	35	-999	-999
2	-999	-999	35	34	-999	-999
1	-999	-999	35	35	-999	-999
1	-999	-999	43	46	-999	-999
1	-999	-999	46	47	-999	-999
1	-999	-999	48	47	-999	-999
1	-999	-999	55	54	-999	-999
1	-999	-999	-999	-999	8	9
2	-999	-999	-999	-999	9	8
4	-999	-999	-999	-999	9	9
3	-999	-999	-999	-999	10	9
5	-999	-999	-999	-999	10	10
2	-999	-999	-999	-999	10	11
4	-999	-999	-999	-999	11	10
10	-999	-999	-999	-999	11	11
2	-999	-999	-999	-999	11	12
1	-999	-999	-999	-999	11	13
3	-999	-999	-999	-999	12	11
10	-999	-999	-999	-999	12	12
6	-999	-999	-999	-999	12	13
1	-999	-999	-999	-999	12	14
1	-999	-999	-999	-999	12	15
1	-999	-999	-999	-999	13	11
4	-999	-999	-999	-999	13	12
16	-999	-999	-999	-999	13	13
3	-999	-999	-999	-999	13	14
1	-999	-999	-999	-999	13	15
1	-999	-999	-999	-999	14	11
5	-999	-999	-999	-999	14	13
13	-999	-999	-999	-999	14	14
4	-999	-999	-999	-999	14	15
6	-999	-999	-999	-999	15	14
12	-999	-999	-999	-999	15	15
6	-999	-999	-999	-999	15	16
2	-999	-999	-999	-999	15	17
4	-999	-999	-999	-999	16	14
7	-999	-999	-999	-999	16	15
15	-999	-999	-999	-999	16	16
5	-999	-999	-999	-999	16	17
3	-999	-999	-999	-999	16	18
1	-999	-999	-999	-999	17	14
2	-999	-999	-999	-999	17	15
8	-999	-999	-999	-999	17	16
22	-999	-999	-999	-999	17	17
11	-999	-999	-999	-999	17	18
2	-999	-999	-999	-999	17	19
1	-999	-999	-999	-999	18	15
2	-999	-999	-999	-999	18	16
11	-999	-999	-999	-999	18	17
30	-999	-999	-999	-999	18	18
9	-999	-999	-999	-999	18	19
1	-999	-999	-999	-999	18	20
2	-999	-999	-999	-999	19	17
8	-999	-999	-999	-999	19	18
27	-999	-999	-999	-999	19	19
6	-999	-999	-999	-999	19	20
3	-999	-999	-999	-999	19	21
1	-999	-999	-999	-999	19	22
1	-999	-999	-999	-999	20	17
6	-999	-999	-999	-999	20	18
8	-999	-999	-999	-999	20	19
11	-999	-999	-999	-999	20	20
9	-999	-999	-999	-999	20	21
1	-999	-999	-999	-999	20	22
2	-999	-999	-999	-999	20	23
1	-999	-999	-999	-999	21	19
6	-999	-999	-999	-999	21	20
13	-999	-999	-999	-999	21	21
5	-999	-999	-999	-999	21	22
1	-999	-999	-999	-999	22	19
3	-999	-999	-999	-999	22	20
9	-999	-999	-999	-999	22	21
13	-999	-999	-999	-999	22	22
8	-999	-999	-999	-999	22	23
1	-999	-999	-999	-999	23	18
1	-999	-999	-999	-999	23	21
5	-999	-999	-999	-999	23	22
10	-999	-999	-999	-999	23	23
2	-999	-999	-999	-999	23	24
1	-999	-999	-999	-999	24	22
4	-999	-999	-999	-999	24	23
8	-999	-999	-999	-999	24	24
1	-999	-999	-999	-999	24	25
6	-999	-999	-999	-999	24	26
1	-999	-999	-999	-999	25	22
2	-999	-999	-999	-999	25	24
4	-999	-999	-999	-999	25	25
5	-999	-999	-999	-999	25	26
1	-999	-999	-999	-999	25	27
2	-999	-999	-999	-999	26	25
7	-999	-999	-999	-999	26	26
6	-999	-999	-999	-999	26	27
1	-999	-999	-999	-999	26	28
1	-999	-999	-999	-999	27	24
2	-999	-999	-999	-999	27	26
4	-999	-999	-999	-999	27	27
7	-999	-999	-999	-999	27	28
3	-999	-999	-999	-999	27	29
1	-999	-999	-999	-999	28	26
7	-999	-999	-999	-999	28	28
6	-999	-999	-999	-999	28	29
3	-999	-999	-999	-999	28	30
1	-999	-999	-999	-999	28	31
1	-999	-999	-999	-999	29	26
1	-999	-999	-999	-999	29	27
4	-999	-999	-999	-999	29	28
7	-999	-999	-999	-999	29	29
3	-999	-999	-999	-999	29	30
1	-999	-999	-999	-999	29	31
1	-999	-999	-999	-999	30	27
3	-999	-999	-999	-999	30	28
1	-999	-999	-999	-999	30	29
4	-999	-999	-999	-999	30	30
1	-999	-999	-999	-999	30	31
2	-999	-999	-999	-999	30	32
1	-999	-999	-999	-999	30	34
1	-999	-999	-999	-999	31	29
4	-999	-999	-999	-999	31	30
6	-999	-999	-999	-999	31	31
3	-999	-999	-999	-999	31	32
1	-999	-999	-999	-999	31	33
1	-999	-999	-999	-999	31	34
1	-999	-999	-999	-999	31	35
1	-999	-999	-999	-999	32	30
2	-999	-999	-999	-999	32	31
3	-999	-999	-999	-999	32	32
1	-999	-999	-999	-999	32	33
1	-999	-999	-999	-999	32	34
1	-999	-999	-999	-999	33	29
3	-999	-999	-999	-999	33	32
9	-999	-999	-999	-999	33	33
1	-999	-999	-999	-999	33	34
1	-999	-999	-999	-999	33	35
1	-999	-999	-999	-999	33	36
1	-999	-999	-999	-999	34	31
1	-999	-999	-999	-999	34	32
3	-999	-999	-999	-999	34	34
1	-999	-999	-999	-999	34	35
1	-999	-999	-999	-999	34	39
1	-999	-999	-999	-999	35	33
4	-999	-999	-999	-999	35	36
1	-999	-999	-999	-999	36	34
1	-999	-999	-999	-999	36	35
2	-999	-999	-999	-999	36	36
1	-999	-999	-999	-999	36	37
1	-999	-999	-999	-999	36	41
1	-999	-999	-999	-999	37	37
3	-999	-999	-999	-999	37	38
1	-999	-999	-999	-999	37	39
1	-999	-999	-999	-999	37	40
1	-999	-999	-999	-999	37	42
4	-999	-999	-999	-999	38	37
1	-999	-999	-999	-999	38	38
1	-999	-999	-999	-999	38	40
1	-999	-999	-999	-999	38	41
1	-999	-999	-999	-999	39	39
2	-999	-999	-999	-999	39	40
1	-999	-999	-999	-999	39	41
1	-999	-999	-999	-999	39	42
2	-999	-999	-999	-999	40	37
1	-999	-999	-999	-999	40	38
3	-999	-999	-999	-999	40	39
3	-999	-999	-999	-999	40	41
2	-999	-999	-999	-999	40	42
1	-999	-999	-999	-999	41	36
1	-999	-999	-999	-999	41	40
2	-999	-999	-999	-999	41	42
1	-999	-999	-999	-999	42	40
1	-999	-999	-999	-999	42	41
2	-999	-999	-999	-999	42	42
1	-999	-999	-999	-999	42	43
1	-999	-999	-999	-999	43	40
1	-999	-999	-999	-999	43	41
1	-999	-999	-999	-999	43	42
1	-999	-999	-999	-999	43	45
1	-999	-999	-999	-999	44	40
1	-999	-999	-999	-999	44	41
1	-999	-999	-999	-999	44	42
1	-999	-999	-999	-999	44	45
1	-999	-999	-999	-999	45	43
1	-999	-999	-999	-999	45	44
2	-999	-999	-999	-999	45	45
1	-999	-999	-999	-999	45	47
1	-999	-999	-999	-999	45	48
1	-999	-999	-999	-999	46	44
2	-999	-999	-999	-999	46	46
1	-999	-999	-999	-999	46	47
1	-999	-999	-999	-999	47	42
1	-999	-999	-999	-999	47	47
2	-999	-999	-999	-999	47	50
2	-999	-999	-999	-999	48	46
1	-999	-999	-999	-999	48	47
1	-999	-999	-999	-999	49	48
1	-999	-999	-999	-999	50	48
1	-999	-999	-999	-999	50	51
1	-999	-999	-999	-999	51	53
1	-999	-999	-999	-999	52	49
1	-999	-999	-999	-999	52	51
1	-999	-999	-999	-999	52	56
1	-999	-999	-999	-999	53	51
1	-999	-999	-999	-999	53	53
1	-999	-999	-999	-999	56	53
2	-999	-999	-999	-999	57	55
1	-999	-999	-999	-999	57	56
1	-999	-999	-999	-999	57	60
1	-999	-999	-999	-999	58	53
1	-999	-999	-999	-999	58	60
1	-999	-999	-999	-999	58	62
1	-999	-999	-999	-999	61	57
1	-999	-999	-999	-999	62	62





