Range_of_ages
0 25

Data_set_1
264                                   # number of lines
4                                     # Number of readers
0 25 5                                # minus group; plus group; reference age
        1       2          3       4  # Which readers   
9	0	0	-999	-999
1	0	10	-999	-999
153	1	1	-999	-999
30	1	2	-999	-999
1	1	4	-999	-999
12	2	1	-999	-999
454	2	2	-999	-999
51	2	3	-999	-999
33	3	2	-999	-999
499	3	3	-999	-999
65	3	4	-999	-999
3	3	5	-999	-999
1	3	6	-999	-999
64	4	3	-999	-999
561	4	4	-999	-999
95	4	5	-999	-999
4	4	6	-999	-999
3	4	7	-999	-999
1	4	13	-999	-999
1	5	3	-999	-999
59	5	4	-999	-999
588	5	5	-999	-999
81	5	6	-999	-999
12	5	7	-999	-999
4	5	8	-999	-999
6	6	4	-999	-999
83	6	5	-999	-999
325	6	6	-999	-999
47	6	7	-999	-999
9	6	8	-999	-999
2	6	9	-999	-999
1	6	14	-999	-999
5	7	5	-999	-999
31	7	6	-999	-999
236	7	7	-999	-999
37	7	8	-999	-999
7	7	9	-999	-999
2	7	10	-999	-999
1	7	15	-999	-999
1	8	3	-999	-999
3	8	5	-999	-999
6	8	6	-999	-999
37	8	7	-999	-999
196	8	8	-999	-999
44	8	9	-999	-999
6	8	10	-999	-999
1	8	11	-999	-999
1	9	5	-999	-999
3	9	6	-999	-999
6	9	7	-999	-999
35	9	8	-999	-999
261	9	9	-999	-999
40	9	10	-999	-999
4	9	11	-999	-999
2	9	12	-999	-999
1	10	7	-999	-999
5	10	8	-999	-999
34	10	9	-999	-999
239	10	10	-999	-999
29	10	11	-999	-999
1	10	12	-999	-999
1	11	8	-999	-999
6	11	9	-999	-999
34	11	10	-999	-999
115	11	11	-999	-999
15	11	12	-999	-999
4	11	13	-999	-999
2	11	15	-999	-999
1	11	16	-999	-999
1	12	7	-999	-999
1	12	9	-999	-999
1	12	10	-999	-999
8	12	11	-999	-999
54	12	12	-999	-999
19	12	13	-999	-999
3	12	14	-999	-999
2	12	15	-999	-999
1	13	3	-999	-999
1	13	4	-999	-999
1	13	9	-999	-999
3	13	11	-999	-999
19	13	12	-999	-999
138	13	13	-999	-999
34	13	14	-999	-999
5	13	15	-999	-999
1	14	9	-999	-999
1	14	10	-999	-999
2	14	12	-999	-999
21	14	13	-999	-999
172	14	14	-999	-999
29	14	15	-999	-999
2	14	16	-999	-999
1	14	17	-999	-999
8	15	13	-999	-999
21	15	14	-999	-999
181	15	15	-999	-999
31	15	16	-999	-999
4	15	17	-999	-999
2	15	18	-999	-999
1	16	5	-999	-999
1	16	13	-999	-999
6	16	14	-999	-999
23	16	15	-999	-999
148	16	16	-999	-999
20	16	17	-999	-999
4	16	18	-999	-999
1	17	13	-999	-999
1	17	14	-999	-999
5	17	15	-999	-999
17	17	16	-999	-999
92	17	17	-999	-999
19	17	18	-999	-999
1	18	15	-999	-999
1	18	16	-999	-999
12	18	17	-999	-999
78	18	18	-999	-999
13	18	19	-999	-999
1	18	21	-999	-999
1	19	15	-999	-999
1	19	16	-999	-999
4	19	17	-999	-999
8	19	18	-999	-999
100	19	19	-999	-999
10	19	20	-999	-999
1	19	21	-999	-999
1	20	18	-999	-999
3	20	19	-999	-999
19	20	20	-999	-999
1	20	21	-999	-999
2	21	19	-999	-999
1	21	20	-999	-999
9	21	21	-999	-999
5	21	22	-999	-999
1	21	23	-999	-999
1	22	21	-999	-999
2	22	22	-999	-999
2	23	21	-999	-999
2	23	23	-999	-999
1	24	23	-999	-999
2	24	24	-999	-999
1	25	24	-999	-999
27	-999	-999	1	1
13	-999	-999	1	2
3	-999	-999	2	1
227	-999	-999	2	2
27	-999	-999	2	3
1	-999	-999	2	4
1	-999	-999	3	1
9	-999	-999	3	2
181	-999	-999	3	3
41	-999	-999	3	4
3	-999	-999	3	5
37	-999	-999	4	3
179	-999	-999	4	4
34	-999	-999	4	5
2	-999	-999	4	6
4	-999	-999	5	3
25	-999	-999	5	4
123	-999	-999	5	5
60	-999	-999	5	6
7	-999	-999	5	7
2	-999	-999	6	4
39	-999	-999	6	5
318	-999	-999	6	6
97	-999	-999	6	7
5	-999	-999	6	8
5	-999	-999	7	5
97	-999	-999	7	6
348	-999	-999	7	7
82	-999	-999	7	8
3	-999	-999	7	10
5	-999	-999	8	6
80	-999	-999	8	7
239	-999	-999	8	8
75	-999	-999	8	9
13	-999	-999	8	10
1	-999	-999	8	11
6	-999	-999	9	7
68	-999	-999	9	8
300	-999	-999	9	9
113	-999	-999	9	10
10	-999	-999	9	11
1	-999	-999	9	12
6	-999	-999	10	8
95	-999	-999	10	9
317	-999	-999	10	10
65	-999	-999	10	11
5	-999	-999	10	12
2	-999	-999	10	13
7	-999	-999	11	9
82	-999	-999	11	10
148	-999	-999	11	11
30	-999	-999	11	12
5	-999	-999	11	13
1	-999	-999	11	14
1	-999	-999	12	9
16	-999	-999	12	10
42	-999	-999	12	11
69	-999	-999	12	12
29	-999	-999	12	13
8	-999	-999	12	14
4	-999	-999	12	15
3	-999	-999	13	10
8	-999	-999	13	11
29	-999	-999	13	12
50	-999	-999	13	13
37	-999	-999	13	14
9	-999	-999	13	15
2	-999	-999	13	16
1	-999	-999	14	11
5	-999	-999	14	12
23	-999	-999	14	13
53	-999	-999	14	14
25	-999	-999	14	15
7	-999	-999	14	16
2	-999	-999	14	17
1	-999	-999	15	12
3	-999	-999	15	13
21	-999	-999	15	14
32	-999	-999	15	15
23	-999	-999	15	16
5	-999	-999	15	17
4	-999	-999	15	18
1	-999	-999	16	13
5	-999	-999	16	14
22	-999	-999	16	15
50	-999	-999	16	16
19	-999	-999	16	17
7	-999	-999	16	18
1	-999	-999	16	19
1	-999	-999	16	20
1	-999	-999	17	14
5	-999	-999	17	15
18	-999	-999	17	16
43	-999	-999	17	17
23	-999	-999	17	18
4	-999	-999	17	19
2	-999	-999	17	20
5	-999	-999	18	16
22	-999	-999	18	17
22	-999	-999	18	18
7	-999	-999	18	19
3	-999	-999	18	20
3	-999	-999	18	21
1	-999	-999	19	15
5	-999	-999	19	17
6	-999	-999	19	18
8	-999	-999	19	19
7	-999	-999	19	20
2	-999	-999	19	21
1	-999	-999	20	17
1	-999	-999	20	18
3	-999	-999	20	19
7	-999	-999	20	20
3	-999	-999	20	21
1	-999	-999	21	19
3	-999	-999	21	20
6	-999	-999	21	21
1	-999	-999	21	24
2	-999	-999	22	19
2	-999	-999	22	20
1	-999	-999	22	21
1	-999	-999	23	21
1	-999	-999	23	22
